Player,Age,Position,Team,Matches,Minutes,Goals,Assists,xG,xAG,Shots,Shots_on_Target
Alexander Sørloth,28,FW,Atlético Madrid,35,1566,20,2,16.8,1.6,78,40
Musa Al-Taamari,27,"FW,MF",Montpellier,15,1116,2,1,2.6,1.5,27,11
Musa Al-Taamari,27,"FW,MF",Rennes,11,567,1,0,2.4,1.3,14,3
Haris Tabakovic,30,FW,Hoffenheim,22,821,3,1,3.3,1.2,30,10
Nicolás Tagliafico,31,DF,Lyon,24,1902,3,1,3,0.8,28,7
Jonathan Tah,28,DF,Leverkusen,33,2970,3,0,1.1,0.4,24,7
Adrien Tameze,30,"MF,DF",Torino,20,649,0,0,0.4,0.8,7,3
Axel Tapé,16,"DF,MF",Paris S-G,2,180,0,0,0,0,1,0
Renato Tapia,29,"MF,DF",Leganés,34,2424,1,0,0.6,0.4,14,6
Edmond Tapsoba,25,DF,Leverkusen,29,2507,0,0,1.1,0.2,21,2
Florian Tardieu,32,MF,Saint-Étienne,24,1252,2,4,0.6,1.3,16,3
Mehdi Taremi,32,FW,Inter,25,807,1,2,3.5,1.6,13,5
Matt Targett,28,DF,Newcastle Utd,2,21,0,0,0,0,0,0
Oussama Targhalline,22,MF,Le Havre,14,990,0,0,0.1,0.7,5,0
James Tarkowski,31,DF,Everton,33,2922,1,1,1.3,2.9,15,4
César Tárrega,22,DF,Valencia,34,3026,2,0,1.9,0.1,20,6
Nuno Tavares,24,DF,Lazio,23,1686,0,8,1.1,4.8,28,5
Marcus Tavernier,25,"FW,MF",Bournemouth,29,1939,3,5,5.5,4,57,17
Charlie Taylor,30,DF,Southampton,8,356,0,0,0,0.1,0,0
Jack Taylor,26,MF,Ipswich Town,32,860,1,0,0.7,0.5,19,4
Loum Tchaouna,20,"FW,MF",Lazio,24,660,1,0,2.5,0.6,23,8
Jackson Tchatchoua,22,"DF,MF",Hellas Verona,36,3167,2,3,1.6,2.8,18,3
Enzo Tchato,21,DF,Montpellier,27,1899,0,0,0.1,1.5,4,2
Aurélien Tchouaméni,24,"DF,MF",Real Madrid,32,2689,0,0,1.7,0.6,19,3
Álvaro Tejero,28,"MF,DF",Espanyol,28,1238,1,4,0.6,2.9,17,4
Martín Tejón,20,"MF,DF",Valencia,4,49,0,0,0.1,0,1,0
Mathys Tel,19,FW,Tottenham,13,911,2,1,3,2.6,22,8
Mathys Tel,19,"FW,MF",Bayern Munich,8,256,0,1,0.7,0.3,10,3
Nathan Tella,25,"MF,FW",Leverkusen,27,1359,2,4,3.1,1.5,28,10
Nahuel Tenaglia,28,DF,Alavés,34,2922,2,1,2.2,1.6,27,8
Arnau Tenas,23,GK,Paris S-G,1,90,0,1,0,0.2,0,0
Casper Tengstedt,24,FW,Hellas Verona,25,1517,6,1,5.3,0.9,37,10
Marc-André ter Stegen,32,GK,Barcelona,8,674,0,0,0,0,0,0
Filippo Terracciano,21,"DF,MF",Milan,13,539,0,0,0.2,0.1,3,1
Pietro Terracciano,34,GK,Fiorentina,3,270,0,0,0,0,0,0
Ramón Terrats,23,"MF,FW",Villarreal,11,131,0,0,0.1,0.3,2,0
Ramón Terrats,23,"MF,FW",Getafe,15,1219,4,1,2.2,2.5,19,8
Martin Terrier,27,"MF,FW",Leverkusen,15,584,2,1,2.4,0.9,16,6
Tanner Tessmann,22,MF,Lyon,25,1234,1,0,1,0.6,18,10
Kenny Tete,28,DF,Fulham,22,1774,0,2,1.4,0.9,24,2
Teddy Teuma,30,MF,Reims,17,750,1,0,1.4,1.1,13,2
Jordan Teze,24,DF,Monaco,16,569,1,0,1.2,1.5,5,2
Florian Thauvin,31,"FW,MF",Udinese,25,1956,8,3,8.1,3.8,51,23
Arthur Theate,24,DF,Eint Frankfurt,31,2704,0,0,2.4,1,36,9
Norman Theuerkauf,37,MF,Heidenheim,1,22,0,0,0,0,1,0
Thiago,23,"FW,MF",Brentford,8,175,0,0,0.1,0.1,2,0
Malick Thiaw,22,DF,Milan,22,1806,0,0,0.6,0.1,7,0
Denis Thomalla,31,MF,Heidenheim,1,4,0,0,0,0,0,0
Luke Thomas,23,DF,Leicester City,14,1110,0,0,0.4,0.5,5,0
Sorba Thomas,24,"FW,MF",Nantes,25,1321,1,3,1.5,3.7,9,1
Adrien Thomasson,30,MF,Lens,33,2615,3,7,5.9,6,41,11
Morten Thorsby,28,"MF,FW",Genoa,30,1898,0,1,2.8,2.1,15,6
Khéphren Thuram,23,MF,Juventus,35,2326,4,5,3.5,3.6,36,10
Marcus Thuram,26,FW,Inter,31,2200,14,4,9.9,4.4,64,27
Cheikh Tidiane Niasse,24,MF,Hellas Verona,11,755,0,0,0.4,0.1,3,1
Youri Tielemans,27,MF,Aston Villa,36,3026,3,7,3.3,7,40,12
Kieran Tierney,27,"DF,FW",Arsenal,13,259,1,0,0.4,1.4,2,1
Phillip Tietz,27,FW,Augsburg,34,1686,7,2,6.1,1.2,51,19
Jurriën Timber,23,DF,Arsenal,30,2417,1,3,1.2,0.8,14,4
Jean-Clair Todibo,24,DF,West Ham,27,1825,0,0,0.4,0,5,0
Harry Toffolo,28,DF,Nott'ham Forest,4,137,0,0,0,0,1,0
Umut Tohumcu,19,"MF,FW",Hoffenheim,12,375,0,1,0.1,0.4,3,1
Corentin Tolisso,29,MF,Lyon,32,2329,7,4,5.3,4.9,51,18
John Tolkin,22,"DF,MF",Holstein Kiel,11,737,0,2,0.1,0.7,3,0
Rafael Tolói,33,DF,Atalanta,11,468,0,0,0.1,0.2,3,0
Raúl de Tomás,29,"DF,FW",Rayo Vallecano,2,22,0,0,0,0,0,0
Tiago Tomás,22,"FW,MF",Wolfsburg,32,1884,6,1,5.4,2.6,42,20
Takehiro Tomiyasu,25,DF,Arsenal,1,7,0,0,0.2,0,1,0
Fikayo Tomori,26,DF,Milan,22,1593,0,1,0.1,0.7,2,0
Sandro Tonali,24,MF,Newcastle Utd,36,2630,4,2,4.4,2.2,35,12
Luka Topalović,18,MF,Inter,1,11,0,0,0,0,0,0
Pablo Torre,21,"MF,FW",Barcelona,10,310,3,1,0.4,0.8,6,4
David Torres,21,DF,Valladolid,18,1387,0,0,0.3,0,3,1
Ferrán Torres,24,"FW,MF",Barcelona,27,1106,10,6,8,3.1,48,22
Pau Torres,27,DF,Aston Villa,24,2020,0,0,0.5,0.1,8,2
Lucas Torró,30,MF,Osasuna,35,2957,3,0,2.3,1.2,31,7
Lorenzo Tosto,18,DF,Empoli,1,1,0,0,0,0,0,0
Abdoulaye Touré,30,MF,Le Havre,28,2324,10,1,9.4,0.4,38,6
Bazoumana Touré,18,"FW,MF",Hoffenheim,13,609,0,3,1.4,1.9,19,5
Birama Touré,32,"MF,DF",Montpellier,8,300,0,0,0,0.1,3,1
Ousmane Toure,19,DF,Lille,1,6,0,0,0,0,0,0
Souleymane Touré,21,DF,Udinese,12,733,1,0,0.4,0,4,2
Lucas Tousart,27,MF,Union Berlin,15,561,0,1,0.4,0.5,9,5
Conor Townsend,31,DF,Ipswich Town,6,335,0,1,0,0.7,1,0
Adama Traoré,28,"FW,MF",Fulham,36,1772,2,7,4,4.9,39,12
Boubacar Traoré,22,MF,Wolves,1,1,0,0,0,0,0,0
Hamari Traoré,32,DF,Real Sociedad,11,700,0,1,0,0.2,1,0
Omar Traoré,26,DF,Heidenheim,30,2616,0,1,0.5,1.6,16,3
Kevin Trapp,34,GK,Eint Frankfurt,26,2295,0,0,0,0,0,0
Mark Travers,25,GK,Bournemouth,5,450,0,0,0,0,0,0
Óscar Trejo,36,MF,Rayo Vallecano,19,496,1,0,0.6,1,5,2
Philipp Treu,23,"MF,DF",St. Pauli,33,2881,0,2,1.2,2.5,19,4
Ryan Trevitt,21,MF,Brentford,1,4,0,0,0,0,0,0
Christopher Trimmel,37,"DF,MF",Union Berlin,26,1740,0,3,0.2,2.1,9,3
Kieran Trippier,33,DF,Newcastle Utd,25,1309,0,3,0.1,1.4,4,0
Leandro Trossard,29,FW,Arsenal,38,2546,8,7,7.2,6.1,72,21
Adrien Truffert,22,"DF,MF",Rennes,33,2752,2,2,2.4,3.2,23,10
Kostas Tsimikas,28,DF,Liverpool,18,837,0,1,0.4,2.1,4,2
Viktor Tsyhankov,26,"FW,MF",Girona,27,1913,2,5,2.8,3.9,35,9
Axel Tuanzebe,26,DF,Ipswich Town,22,1710,0,1,0.2,0.3,4,0
Stefano Turati,22,GK,Monza,30,2676,0,0,0,0,0,0
Beñat Turrientes,22,MF,Real Sociedad,21,942,0,0,0.6,0.2,7,1
Tuta,25,"DF,MF",Eint Frankfurt,30,2274,2,1,1.1,0.3,13,5
Christantus Uche,21,"FW,MF",Getafe,33,2486,4,6,3.8,2.9,50,14
Destiny Udogie,21,DF,Tottenham,25,1924,0,1,0.3,1.5,5,1
Manuel Ugarte Ribeiro,23,MF,Manchester Utd,29,1785,1,2,1,1.1,19,4
Lesley Ugochukwu,20,MF,Southampton,26,1655,1,1,0.9,1,10,1
Lukas Ullrich,20,DF,Gladbach,26,1903,1,2,0.9,1.8,8,2
Sven Ulreich,35,GK,Bayern Munich,1,90,0,0,0,0,0,0
Enes Ünal,27,"FW,MF",Bournemouth,17,345,2,1,2.7,0.4,20,7
Deniz Undav,28,"FW,MF",Stuttgart,27,1726,9,3,11.7,3.6,75,31
Naci Ünüvar,21,"MF,DF",Espanyol,2,31,0,0,0,0,1,0
Dayot Upamecano,25,DF,Bayern Munich,20,1759,2,0,1.2,0.5,13,6
Kacper Urbanski,19,MF,Bologna,7,247,1,0,0.3,0.5,4,1
Kacper Urbanski,19,MF,Monza,8,500,0,0,0.1,0.1,5,1
Jonas Urbig,20,GK,Bayern Munich,8,720,0,0,0,0,0,0
Can Uzun,18,"MF,FW",Eint Frankfurt,20,675,4,1,3,1.1,27,11
Josha Vagnoman,23,"DF,MF",Stuttgart,26,1834,1,1,1.5,2.1,15,6
Lautaro Valenti,25,DF,Parma,20,1556,1,0,0.2,0.2,7,2
Óscar Valentín,29,MF,Rayo Vallecano,34,1835,0,0,0.4,0.9,5,1
Nicolás Valentini,23,DF,Hellas Verona,14,1129,0,0,0.3,0.8,8,0
Germán Valera,22,MF,Valencia,8,148,0,0,0.1,0,3,2
Emanuele Valeri,25,DF,Parma,35,2873,2,6,1.8,4.7,26,4
Martin Valjent,28,DF,Mallorca,31,2763,3,0,0.8,0.1,12,5
Álex Valle,20,DF,Como,15,1030,0,0,0.3,0.7,9,1
Jesús Vallejo,27,DF,Real Madrid,4,138,0,1,0,0.1,0,0
Mattia Valoti,30,MF,Monza,5,40,0,0,0,0,0,0
Federico Valverde,26,"MF,DF",Real Madrid,36,3032,6,4,2.7,3.1,57,22
Ignace Van Der Brempt,22,DF,Como,20,1257,0,1,0.5,0.5,7,3
Siebe Van Der Heyden,26,"DF,MF",Mallorca,2,97,0,0,0,0.1,1,0
Siebe Van Der Heyden,26,"DF,MF",St. Pauli,13,872,1,0,1.7,0,3,2
Virgil van Dijk,33,DF,Liverpool,37,3330,3,1,2.2,0.7,27,8
Vanderson,23,DF,Monaco,29,2064,1,3,2.2,3.1,21,8
Maarten Vandevoordt,22,GK,RB Leipzig,6,429,0,0,0,0,0,0
Jamie Vardy,37,FW,Leicester City,35,2823,9,4,11.2,3,56,23
Ruben Vargas,25,"FW,MF",Sevilla,11,671,2,1,2,0.8,17,5
Ruben Vargas,25,"MF,FW",Augsburg,8,305,0,0,0.7,0.7,9,1
Nikola Vasilj,28,GK,St. Pauli,33,2969,0,0,0,0,0,0
Devis Vásquez,26,GK,Empoli,32,2880,0,0,0,0,0,0
Johan Vásquez,25,DF,Genoa,36,3041,3,0,2.4,0.3,36,8
Denis Vavro,28,DF,Wolfsburg,29,2461,2,0,1.4,0.2,25,6
José Luis García Vayá,25,MF,Valencia,34,1742,2,2,2.1,2.1,12,4
Robinio Vaz,17,FW,Marseille,2,75,0,0,0.5,0,2,0
Jesus Vazquez,21,DF,Valencia,19,919,0,0,0.1,0.6,5,1
Lucas Vázquez,33,DF,Real Madrid,32,2189,1,5,1.4,4.7,15,3
Matías Vecino,32,MF,Lazio,20,877,2,3,2.3,2.4,16,4
Danilo Veiga,21,DF,Lecce,13,374,0,0,0.6,0.3,5,0
Renato Veiga,21,"DF,MF",Chelsea,7,181,0,0,0.1,0,3,1
Renato Veiga,21,DF,Juventus,13,1093,0,1,1,0.1,12,5
Alejo Véliz,20,FW,Espanyol,27,1127,1,0,2.3,0.6,19,6
Miloš Veljković,28,DF,Werder Bremen,14,1029,0,1,0.6,0.2,2,1
Joël Veltman,32,DF,Brighton,21,1697,0,0,0.5,0.5,6,1
Micky van de Ven,23,DF,Tottenham,13,1015,0,2,0.6,1.2,6,2
Lorenzo Venturino,18,"FW,MF",Genoa,6,167,2,0,0.7,0.2,4,3
Nikolas Veratschnig,21,"DF,MF",Mainz 05,15,364,0,0,0.2,0.3,7,1
Bart Verbruggen,21,GK,Brighton,36,3240,0,1,0,0,0,0
Simone Verdi,32,"MF,FW",Como,9,115,0,0,0.1,0.5,2,2
Jordan Veretout,31,MF,Lyon,27,1553,2,0,1.9,0.6,21,9
Arthur Vermeeren,19,MF,RB Leipzig,28,1572,0,2,0.4,0.9,4,1
Yorbe Vertessen,23,"MF,FW",Union Berlin,17,718,1,0,1.3,1.6,27,5
Mikel Vesga,31,MF,Athletic Club,25,988,0,0,1.2,1,5,2
Jannik Vestergaard,31,DF,Leicester City,18,1391,0,0,0.1,0.1,3,2
Ben Viadere,18,MF,Auxerre,1,5,0,0,0,0,0,0
Guglielmo Vicario,27,GK,Tottenham,24,2160,0,0,0,0,0,0
Carlos Vicente,25,"FW,MF",Alavés,37,3092,5,5,3.5,5.4,35,13
Pau Victor,22,FW,Barcelona,21,319,2,1,3,0.9,14,8
Nacho Vidal,29,DF,Osasuna,5,124,0,0,0,0,0,0
Gabriel Vidovic,20,MF,Mainz 05,1,4,0,0,0.1,0,1,0
Gabriel Vidovic,20,MF,Bayern Munich,4,24,0,0,0.1,0,1,0
Fran Vieites,25,GK,Betis,4,360,0,0,0,0,1,1
Sergio Viera,19,MF,Las Palmas,2,96,0,0,0,0,1,0
Samuele Vignato,20,MF,Monza,17,470,0,0,0.3,0,4,1
Asier Villalibre,26,FW,Alavés,16,333,1,1,1.6,1,8,1
Iván Villar,27,GK,Celta Vigo,4,360,0,0,0,0,0,0
Carlos Vinícius,29,"MF,FW",Fulham,3,16,0,0,0,0,1,1
Nicolas Viola,34,"FW,MF",Cagliari,27,1267,3,1,2.2,1.9,31,9
Viti,26,DF,Las Palmas,29,1982,0,2,0.1,1.4,3,2
Mattia Viti,22,DF,Empoli,30,2572,1,0,0.8,0.2,11,2
Vitinha,24,"FW,MF",Genoa,25,1328,2,3,1.6,3.3,33,5
Vitinha,24,MF,Paris S-G,29,2042,5,1,3.4,2.6,25,12
Daniel Vivian,25,DF,Athletic Club,32,2608,4,0,1.9,0.4,18,5
Krapyvtsov Vladyslav,19,GK,Girona,2,180,0,0,0,0,0,0
Dušan Vlahović,24,FW,Juventus,29,1784,10,4,12.3,1.3,73,25
Vanja Vlahović,20,"FW,MF",Atalanta,3,60,0,0,0.2,0.1,1,1
Nikola Vlašić,26,"MF,FW",Torino,30,2117,5,4,3.4,2.4,30,10
Alessandro Vogliacco,25,DF,Genoa,12,715,2,0,1.3,0,5,2
Alessandro Vogliacco,25,DF,Parma,10,772,0,0,0.1,0.1,1,1
Kevin Vogt,32,DF,Union Berlin,18,1367,1,0,0.8,0,0,0
Mërgim Vojvoda,29,DF,Torino,17,1105,0,0,0.4,0.4,5,0
Mërgim Vojvoda,29,DF,Como,11,717,1,2,0.2,2,4,1
Kevin Volland,32,"FW,MF",Union Berlin,4,61,0,0,0,0.1,0,0
Aster Vranckx,21,MF,Wolfsburg,14,556,0,0,0,0,0,0
Stefan de Vrij,32,DF,Inter,25,1636,3,0,1.1,0,13,3
Ibrahima Wadji,29,"FW,MF",Saint-Étienne,10,347,0,0,0.8,0,12,1
Robert Wagner,21,MF,St. Pauli,12,407,0,0,0.1,0,2,0
Elye Wahi,21,FW,Marseille,13,574,3,1,6,0.4,16,9
Elye Wahi,21,"FW,MF",Eint Frankfurt,8,196,0,0,1.3,0.1,9,2
Hauke Wahl,30,DF,St. Pauli,33,2970,0,0,0.9,0.5,11,4
Kyle Walker,34,DF,Manchester City,15,970,0,0,0.1,0.4,5,2
Kyle Walker,34,DF,Milan,11,659,0,0,0,0.9,2,0
Kyle Walker-Peters,27,DF,Southampton,33,2918,0,2,0.8,2.8,20,6
Christian Walton,28,GK,Ipswich Town,7,630,0,0,0,0,0,0
Sebastian Walukiewicz,24,DF,Torino,29,1661,0,0,0.4,0.3,6,1
Sebastian Walukiewicz,24,DF,Empoli,2,180,0,0,0,0.1,0,0
Aaron Wan-Bissaka,26,DF,West Ham,36,3154,2,5,1.2,3.5,16,5
Paul Wanner,18,"MF,FW",Heidenheim,29,1771,3,2,3.7,1.3,24,5
Danny Ward,31,GK,Leicester City,2,135,0,0,0,0,0,0
Joel Ward,34,DF,Crystal Palace,2,71,0,0,0,0,0,0
James Ward-Prowse,29,MF,West Ham,15,1039,1,1,1.6,1.9,13,5
James Ward-Prowse,29,MF,Nott'ham Forest,9,400,0,1,0.1,1.1,2,1
Kjell-Arik Wätjen,18,MF,Dortmund,2,16,0,0,0,0,0,0
Ollie Watkins,28,FW,Aston Villa,38,2598,16,8,15.3,3.3,82,36
Timothy Weah,24,"DF,FW",Juventus,30,1638,5,2,3.4,1.6,21,9
Adam Webster,29,DF,Brighton,14,887,0,0,0.2,0.5,5,1
Julian Weigl,28,MF,Gladbach,33,2881,0,2,0.7,1.1,19,6
Timon Weiner,25,GK,Holstein Kiel,25,2250,0,0,0,0,0,0
Nelson Weiper,19,"FW,MF",Mainz 05,23,704,3,2,4.1,1.9,22,12
Mitchell Weiser,30,"DF,MF",Werder Bremen,32,2868,5,9,5.4,4.7,43,15
Noah Weißhaupt,22,"FW,MF",St. Pauli,19,1160,1,0,2.1,1.8,18,4
Noah Weißhaupt,22,FW,Freiburg,3,80,0,0,0,0,1,0
Danny Welbeck,33,FW,Brighton,30,2115,10,4,9.6,1.4,59,23
Welington,23,DF,Southampton,10,482,0,0,0,0.1,3,0
Timo Werner,28,"FW,MF",Tottenham,18,516,0,3,1,2.5,8,3
Adam Wharton,20,MF,Crystal Palace,20,1318,0,2,0.4,3,13,5
Ben White,26,DF,Arsenal,17,1198,0,2,0.5,1.4,9,2
Silvan Widmer,31,DF,Mainz 05,27,504,0,1,0.3,0.4,3,1
Mats Wieffer,24,"DF,MF",Brighton,25,1015,1,3,0.8,1.6,9,4
Mateusz Wieteska,27,DF,Cagliari,5,184,0,0,0.2,0.2,1,0
Caleb Wiley,19,"DF,MF",Strasbourg,6,266,0,1,0,0.7,1,0
Iñaki Williams,30,FW,Athletic Club,35,2652,6,8,7.6,7.8,63,24
Neco Williams,23,DF,Nott'ham Forest,35,2594,1,3,2.3,1.6,37,7
Nico Williams,22,FW,Athletic Club,29,1996,5,5,4.2,3.5,54,19
Willian,35,"FW,MF",Fulham,10,257,0,0,0.3,0.5,7,0
Joe Willock,24,"MF,FW",Newcastle Utd,32,1086,0,2,1.6,2.1,18,3
Callum Wilson,32,FW,Newcastle Utd,18,370,0,0,0.4,0.1,6,1
Harry Wilson,27,"FW,MF",Fulham,25,1162,6,1,4.2,1.1,43,17
Patrick Wimmer,23,"MF,FW",Wolfsburg,29,1770,3,4,3.7,2.9,41,10
Jonas Wind,25,"FW,MF",Wolfsburg,31,1966,9,3,5.7,4.2,38,11
Harry Winks,28,MF,Leicester City,22,1538,0,2,0.2,1.2,10,4
Ben Winterburn,19,"MF,FW",Bournemouth,4,24,0,0,0,0,0,0
Florian Wirtz,21,"MF,FW",Leverkusen,31,2351,10,12,9.4,7,74,35
Yoane Wissa,27,FW,Brentford,35,2919,19,4,18.5,2.6,90,41
Dani de Wit,26,"MF,FW",Bochum,28,1153,2,1,2.1,0.5,20,7
Axel Witsel,35,DF,Atlético Madrid,14,852,0,1,0,0.5,1,0
Maximilian Wittek,28,DF,Bochum,33,2706,0,0,1.4,4.4,41,7
Marius Wolf,29,DF,Augsburg,32,2144,1,3,0.7,3.2,12,2
Nick Woltemade,22,"FW,MF",Stuttgart,28,1622,12,2,10.2,4.6,46,23
Jeong Woo-yeong,24,"MF,FW",Union Berlin,23,1263,3,2,2.8,1.7,25,6
Chris Wood,32,FW,Nott'ham Forest,36,2959,20,3,13.4,2.6,65,32
Nathan Wood-Gordon,22,DF,Southampton,11,773,0,0,0.2,0,2,0
Christopher Wooh,22,DF,Rennes,20,1456,0,0,1.3,0.1,10,4
Luke Woolfenden,25,DF,Ipswich Town,15,1187,0,0,0,0,1,0
Granit Xhaka,31,MF,Leverkusen,33,2888,2,7,0.9,4.4,21,3
Lamine Yamal,17,FW,Barcelona,35,2856,9,13,9.8,13.9,144,46
Daniel Yáñez,17,FW,Real Madrid,1,2,0,0,0,0,0,0
Erencan Yardimci,22,"FW,MF",Hoffenheim,8,313,0,0,1,0,6,1
Yehor Yarmoliuk,20,MF,Brentford,31,1450,0,0,0.6,0.9,9,2
Ryan Yates,26,MF,Nott'ham Forest,35,1915,2,1,2.3,1.2,33,9
John Yeboah,24,"FW,MF",Venezia,33,1226,1,1,3,1.9,30,10
Bertuğ Yıldırım,22,FW,Getafe,22,1083,1,0,2.5,1.2,19,7
Kenan Yıldız,19,"FW,MF",Juventus,35,2402,7,4,4.3,5,61,22
Leny Yoro,18,DF,Manchester Utd,21,1165,0,0,0.7,0.1,5,1
Ashley Young,39,DF,Everton,32,1875,1,3,0.3,2.3,6,3
Etienne Youte Kinkoue,22,DF,Le Havre,28,2320,0,0,1.3,0.2,14,1
Illia Zabarnyi,21,DF,Bournemouth,36,3109,0,1,1.3,0.7,12,1
Eloge Zabi,17,"DF,MF",Reims,2,18,0,0,0,0,0,0
Mattia Zaccagni,29,FW,Lazio,34,2686,8,6,6.4,4.6,46,14
Dan-Axel Zagadou,25,"DF,MF",Stuttgart,2,29,0,0,0,0,0,0
Yoram Zague,18,"DF,FW",Paris S-G,4,183,0,0,0.1,0.1,1,1
Wilfried Zaha,31,FW,Lyon,4,73,0,0,0.1,0,1,1
Warren Zaïre-Emery,18,"MF,DF",Paris S-G,29,2050,1,2,1.7,1.4,17,7
Miha Zajc,30,MF,Toulouse,19,262,0,0,0.2,0.1,6,2
Denis Zakaria,27,MF,Monaco,26,2144,6,4,5.2,1.4,29,9
Arsen Zakharyan,21,"MF,FW",Real Sociedad,3,73,1,0,0.2,0.1,4,2
Nicola Zalewski,22,"DF,FW",Roma,12,533,0,0,0.3,0.8,5,0
Nicola Zalewski,22,"DF,MF",Inter,11,435,1,1,0.2,1.7,5,3
Andre-Frank Zambo Anguissa,28,MF,Napoli,35,2852,6,4,4.4,2.4,44,12
Francesco Zampano,30,DF,Venezia,24,1639,1,2,1,0.8,7,4
Nicolò Zaniolo,25,FW,Fiorentina,9,343,0,0,0.7,0.2,9,4
Nicolò Zaniolo,25,"FW,MF",Atalanta,14,356,2,2,0.9,0.5,11,4
Alessandro Zanoli,23,"FW,DF",Genoa,31,1711,1,0,0.4,1.6,11,3
Duván Zapata,33,FW,Torino,7,587,3,0,3.4,0.5,21,8
Gabriele Zappa,24,DF,Cagliari,37,3060,2,0,0.9,3.6,11,5
Davide Zappacosta,32,DF,Atalanta,30,2067,4,2,2.2,2.1,39,12
Bryan Zaragoza,23,"FW,MF",Osasuna,27,1836,1,6,2.7,3.2,42,13
Anass Zaroury,23,"FW,MF",Lens,28,1405,2,2,1.7,2.9,35,12
Oier Zarraga,25,MF,Udinese,22,896,1,0,0.4,0.4,6,1
David Zec,24,DF,Holstein Kiel,18,1541,2,0,1.2,0.5,11,5
Jordan Zemura,24,DF,Udinese,23,1415,1,2,1,1,14,3
Robin Zentner,29,GK,Mainz 05,32,2880,0,0,0,0.3,1,0
Alessio Zerbin,25,DF,Venezia,18,1518,1,1,1.9,2.1,16,6
Alessio Zerbin,25,"FW,DF",Napoli,2,2,0,0,0,0,0,0
Kevin Zeroli,19,MF,Monza,8,395,0,1,0.8,0.5,6,1
Kevin Zeroli,19,MF,Milan,1,12,0,0,0,0,0,0
Cedric Zesiger,26,DF,Augsburg,15,1221,0,2,1.2,1.3,10,2
Cedric Zesiger,26,DF,Wolfsburg,7,522,0,0,0.1,0,2,1
Michael Zetterer,29,GK,Werder Bremen,34,3060,0,0,0,0,0,0
Nathan Zeze,19,DF,Nantes,18,1512,0,0,0.3,0,6,2
Edon Zhegrova,25,"FW,MF",Lille,12,978,4,1,2.3,2.2,23,9
Piotr Zieliński,30,MF,Inter,26,980,2,2,2.6,0.9,15,4
Oleksandr Zinchenko,27,"DF,MF",Arsenal,15,527,0,1,0.6,0.2,10,0
Melvin Zinga,22,GK,Angers,1,90,0,0,0,0,0,0
Joshua Zirkzee,23,"FW,MF",Manchester Utd,32,1402,3,1,4.8,1.5,28,11
Budu Zivzivadze,30,FW,Heidenheim,15,958,2,3,1.7,1.5,22,9
Luck Zogbé,19,DF,Brest,13,638,0,0,0.3,0.1,8,1
Nadir Zortea,25,"DF,MF",Cagliari,35,2713,6,2,3.1,2.4,33,10
Aristide Zossou,19,MF,Auxerre,3,16,0,0,0,0,0,0
Yanis Zouaoui,30,"DF,FW",Le Havre,17,976,0,2,0.1,2.9,5,2
Igor Zubeldia,27,DF,Real Sociedad,28,2269,0,0,0.6,0.4,12,4
Martín Zubimendi,25,MF,Real Sociedad,36,2962,2,1,2.6,1.1,24,6
Edhy Zuliani,19,DF,Toulouse,1,9,0,0,0,0,0,0
Szymon Żurkowski,26,MF,Empoli,5,106,0,0,0.1,0,2,0
Martin Ødegaard,25,MF,Arsenal,30,2325,3,8,4.8,5.4,48,15
Milan Đurić,34,FW,Monza,18,1270,4,1,2.9,1.1,23,10
Milan Đurić,34,FW,Parma,9,268,1,0,0.3,0,5,1
